,LV1.101 SGen 1_p_out,LV1.101 SGen 2_p_out,LV1.101 SGen 4_p_out,LV1.101 SGen 3_p_out
69,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,1.3899599999999999,1.60920503955,1.508647025,0.799227
81,3.705318,4.7774238453,4.0364075,2.13055785
82,3.3270750000000002,5.244161145525,3.3969435,1.913068125
83,2.5182700000000002,4.4717928119999995,2.0957940500000003,1.44800525
84,1.3844999999999998,2.58685909065,1.56072555,0.7960875000000001
85,0.8243640000000001,1.9026321511500002,1.325300825,0.4740093
86,1.3739400000000002,3.171054238425,0.938382925,0.7900155000000001
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0
104,1.363398,1.6005948867000002,0.55091545,0.78395385
105,2.27233,2.6676581445,1.286876175,1.3065897499999999
106,0.0,0.0,0.61447425,0.0
107,0.791202,1.4790886605,0.0,0.45494115
108,1.31867,2.4651490738499997,0.0,0.75823525
109,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.35710405,0.0
128,2.8388210000000003,2.369310665625,2.1468218749999997,1.632322075
129,8.31405,8.393325530175,4.07920975,4.78057875
130,9.667010000000001,13.0161448125,3.9657845,5.55853075
131,9.0959,14.578180166249998,3.8840369999999997,5.2301424999999995
132,7.48504,14.116496481,3.561778,4.303898
133,6.681240000000001,14.889293950499999,2.988719,3.841713
134,3.9366149999999998,9.817610195475,1.67056265,2.263553625
135,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0
155,1.6190499999999999,2.9757562197750005,0.43873137500000003,0.93095375
156,3.6154499999999996,6.814673404425,0.7312188,2.07888375
157,2.511856,5.409913446225,0.0,1.4443172
158,1.639121,3.8635405758,0.0,0.942494575
159,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0
176,1.636744,1.7161911855,0.7859255,0.9411278000000001
177,3.7564719999999996,4.45898143755,1.7800872,2.1599714
178,2.661266,4.3105082283,1.31553245,1.53022795
179,2.5765789999999997,4.6005159687749995,1.3519516500000002,1.481532925
180,1.6637849999999998,3.0950814946500005,0.775908225,0.9566763750000001
181,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0
223,0.0,0.0,0.3802584,0.0
224,2.789575,2.3161467928499997,2.180503175,1.604005625
225,7.524649999999999,7.56246145635,4.091165500000001,4.326673749999999
226,7.45884,10.33192868175,3.469096,4.288833
227,4.444255,6.9359621233499995,1.967068575,2.5554466249999996
228,0.0,0.0,0.64794275,0.0
229,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0
296,2.830622,2.35268017695,1.574892425,1.6276076499999999
297,7.63266,7.448072224950001,4.564275,4.3887795
298,7.55124,9.942316326,4.634660500000001,4.341963000000001
299,5.2748479999999995,8.2433454462,2.337046075,3.0330375999999997
300,1.31097,3.94709080275,0.38347224999999996,0.75380775
301,0.860036,4.4436951830249996,1.04965975,0.4945207
302,1.4333930000000001,3.2470504965000004,0.684231325,0.8242009749999999
303,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0
319,0.0,0.0,0.41840564999999996,0.0
320,2.862082,2.3764492152,2.2840527,1.64569715
321,7.752319999999999,7.5659258965500005,4.21042375,4.457584000000001
322,8.07844,10.671063673499999,4.1732455,4.645103
323,8.3296,13.34924446725,4.1320440000000005,4.78952
324,8.01863,15.029321607,3.82042025,4.61071225
325,7.05805,15.5771656065,3.1705490000000003,4.05837875
326,4.069858,10.040212235474998,1.7385546250000001,2.34016835
327,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0
343,0.0,0.0,0.42029425000000004,0.0
344,2.8459389999999996,2.362095694575,2.272387175,1.636414925
345,8.47918,8.535890771550001,4.185662,4.8755285
346,10.1587,13.59054037575,4.5843865,5.8412524999999995
347,10.53804,16.95465289575,5.216963,6.059373
348,10.25656,19.282999691249998,4.8354335,5.897522
349,8.53268,18.65528545275,3.7605892499999998,4.906291
350,4.177645,10.300940753400003,1.7518740999999998,2.402145875
351,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0
367,0.0,0.0,0.0,0.0
368,0.8017399999999999,0.0,0.39976475,0.46100050000000004
369,2.1414229999999996,0.0,1.0282049500000001,1.231318225
370,1.341981,0.0,0.60321675,0.771639075
371,0.9677100000000001,1.8022417663499999,0.358883875,0.55643325
372,2.549712,4.8781316731499995,0.59813995,1.4660844000000002
373,2.4846820000000003,5.20299740385,0.0,1.42869215
374,1.538746,3.46500846225,0.0,0.88477895
375,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0
377,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0
379,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0
383,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0
391,0.0,0.0,0.6206787,0.0
392,1.3626019999999999,1.6464556098,2.6347670499999998,0.78349615
393,3.3299589999999997,4.404788814150001,4.586372,1.914726425
394,2.6148919999999998,4.259243135249999,4.430572,1.5035629
395,2.2179759999999997,3.9837711512249996,3.2823402500000003,1.2753362
396,2.272134,4.36878058275,3.3708945000000003,1.3064770499999998
397,2.5441890000000003,5.326324028775,3.625029,1.462908675
398,1.638858,3.67727204835,2.3686948500000002,0.9423433499999999
399,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0.0
406,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0
408,0.0,0.0,0.0,0.0
409,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,0.0
415,0.7885340000000001,0.0,0.46233935000000004,0.45340705000000003
416,4.222966,2.4058891188000002,2.9746248,2.42820545
417,7.73266,7.747803128475,4.56608,4.4462795
418,6.48578,8.93553197625,2.02212535,3.7293235
419,3.907539,6.57377919855,2.04242305,2.246834925
420,2.9730879999999997,5.6867727739500005,2.748141,1.7095255999999999
421,3.018272,6.34628618415,2.24754325,1.7355064
422,1.915946,4.33875282165,1.44471345,1.10166895
423,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0
430,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0
432,0.0,0.0,0.0,0.0
433,0.0,0.0,0.0,0.0
434,0.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0
436,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0
438,0.0,0.0,0.0,0.0
439,0.0,0.0,0.0,0.0
440,0.0,0.0,0.41991377499999993,0.0
441,0.0,0.0,0.69985645,0.0
442,0.0,0.0,0.0,0.0
443,0.0,0.0,0.0,0.0
444,0.868082,1.7325493002,0.42425765000000004,0.49914715
445,2.33793,4.873477801275,1.1247719749999998,1.34430975
446,1.485213,3.309819960825,0.69612675,0.8539974750000001
447,0.0,0.0,0.0,0.0
448,0.0,0.0,0.0,0.0
449,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0
451,0.0,0.0,0.0,0.0
452,0.0,0.0,0.0,0.0
453,0.0,0.0,0.0,0.0
454,0.0,0.0,0.0,0.0
455,0.0,0.0,0.0,0.0
456,0.0,0.0,0.0,0.0
457,0.0,0.0,0.0,0.0
458,0.0,0.0,0.0,0.0
459,0.0,0.0,0.0,0.0
460,0.0,0.0,0.0,0.0
461,0.0,0.0,0.0,0.0
462,0.0,0.0,0.0,0.0
463,0.0,0.0,0.0,0.0
464,1.765417,2.0456578809000003,0.8049578,1.015114775
465,6.02872,7.325180614575,2.4170327499999997,3.466514
466,7.8613800000000005,10.791143365500002,2.45538425,4.5202935
467,4.529043,7.108120111275,2.0195655749999997,2.604199725
468,0.833836,1.66159489995,2.066728325,0.47945570000000004
469,1.389726,4.24420965945,1.3554087000000001,0.7990924500000001
470,0.0,2.4581339743500004,0.752257025,0.0
471,0.0,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0
473,0.0,0.0,0.0,0.0
474,0.0,0.0,0.0,0.0
475,0.0,0.0,0.0,0.0
476,0.0,0.0,0.0,0.0
477,0.0,0.0,0.0,0.0
478,0.0,0.0,0.0,0.0
479,0.0,0.0,0.0,0.0
480,0.0,0.0,0.0,0.0
481,0.0,0.0,0.0,0.0
482,0.0,0.0,0.0,0.0
483,0.0,0.0,0.0,0.0
484,0.0,0.0,0.0,0.0
485,0.0,0.0,0.0,0.0
486,0.0,0.0,0.0,0.0
487,0.0,0.0,0.0,0.0
488,0.0,0.0,0.0,0.0
489,0.0,0.0,0.0,0.0
490,0.0,0.0,0.0,0.0
491,0.0,0.0,0.0,0.0
492,0.0,0.0,0.0,0.0
493,0.0,0.0,0.0,0.0
494,0.0,0.0,0.0,0.0
495,0.0,0.0,0.0,0.0
496,0.0,0.0,0.0,0.0
497,0.0,0.0,0.0,0.0
498,0.0,0.0,0.0,0.0
499,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0
501,0.0,0.0,0.0,0.0
502,0.0,0.0,0.0,0.0
503,0.0,0.0,0.0,0.0
504,0.0,0.0,0.0,0.0
505,0.0,0.0,0.0,0.0
506,0.0,0.0,0.0,0.0
507,0.0,0.0,0.0,0.0
508,0.0,0.0,0.0,0.0
509,0.0,0.0,0.0,0.0
510,0.0,0.0,0.0,0.0
511,0.0,0.0,0.0,0.0
512,0.0,0.0,0.5852218499999999,0.0
513,1.0116260000000001,1.6164356868,1.58645535,0.58168495
514,2.8517639999999997,4.716278827199999,1.739744025,1.6397643
515,1.942866,3.3703692833250005,1.2021148,1.1171479500000001
516,0.0,0.0,0.0,0.0
517,0.0,0.0,0.0,0.0
518,0.0,0.0,0.0,0.0
519,0.0,0.0,0.0,0.0
520,0.0,0.0,0.0,0.0
521,0.0,0.0,0.0,0.0
522,0.0,0.0,0.0,0.0
523,0.0,0.0,0.0,0.0
524,0.0,0.0,0.0,0.0
525,0.0,0.0,0.0,0.0
526,0.0,0.0,0.0,0.0
527,0.0,0.0,0.0,0.0
528,0.0,0.0,0.0,0.0
529,0.0,0.0,0.0,0.0
530,0.0,0.0,0.0,0.0
531,0.0,0.0,0.0,0.0
532,0.0,0.0,0.0,0.0
533,0.0,0.0,0.0,0.0
534,0.0,0.0,0.0,0.0
535,1.37277,0.0,0.58204695,0.7893427500000001
536,3.8709350000000002,1.92630321315,1.72925365,2.2257876249999997
537,4.24146,5.663863967175,1.9160184249999999,2.4388395
538,4.31266,6.886678110075,1.718941875,2.4797795000000002
539,4.57058,8.031650122350001,1.5986543,2.6280835
540,4.78756,9.096036669,1.4238391,2.752847
541,4.72026,10.06754956875,1.37708295,2.7141494999999995
542,3.0684519999999997,7.108562963924999,0.84613935,1.7643599
543,0.0,0.0,0.0,0.0
544,0.0,0.0,0.0,0.0
545,0.0,0.0,0.0,0.0
546,0.0,0.0,0.0,0.0
547,0.0,0.0,0.0,0.0
548,0.0,0.0,0.0,0.0
549,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0
551,0.0,0.0,0.0,0.0
552,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0.0
554,0.0,0.0,0.0,0.0
555,0.0,0.0,0.0,0.0
556,0.0,0.0,0.0,0.0
557,0.0,0.0,0.0,0.0
558,0.0,0.0,0.0,0.0
559,0.0,0.0,0.0,0.0
560,1.777897,2.13666997905,0.5475211,1.022290775
561,5.521330000000001,6.995749190624999,2.067087425,3.1747647500000005
562,6.60594,9.4885295265,2.809397,3.7984155
563,5.55174,9.317698137,2.572087,3.1922505
564,4.31963,8.2274576175,2.747628,2.48378725
565,4.211650000000001,8.8678303875,2.3430419999999996,2.42169875
566,2.649422,6.0188848281,1.3507608249999998,1.5234176499999998
567,0.0,0.0,0.0,0.0
568,0.0,0.0,0.0,0.0
569,0.0,0.0,0.0,0.0
570,0.0,0.0,0.0,0.0
571,0.0,0.0,0.0,0.0
572,0.0,0.0,0.0,0.0
573,0.0,0.0,0.0,0.0
574,0.0,0.0,0.0,0.0
575,0.0,0.0,0.0,0.0
576,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0
578,0.0,0.0,0.0,0.0
579,0.0,0.0,0.0,0.0
580,0.0,0.0,0.0,0.0
581,0.0,0.0,0.0,0.0
582,0.0,0.0,0.0,0.0
583,1.062322,0.0,0.6164322,0.61083515
584,4.806285,2.5267996494,2.712615275,2.763613875
585,8.3582,8.1884317176,4.545066,4.8059650000000005
586,8.98646,11.84483874375,4.6527294999999995,5.1672145
587,9.40164,15.0243444135,4.6676445,5.405943
588,9.132559999999998,17.04463428375,4.3474755,5.251222
589,7.95401,17.4108891015,3.576959,4.57355575
590,4.495185,10.979412567975,1.9237485749999998,2.584731375
591,0.0,0.0,0.0,0.0
592,0.0,0.0,0.0,0.0
593,0.0,0.0,0.0,0.0
594,0.0,0.0,0.0,0.0
595,0.0,0.0,0.0,0.0
596,0.0,0.0,0.0,0.0
597,0.0,0.0,0.0,0.0
598,0.0,0.0,0.0,0.0
599,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0
601,0.0,0.0,0.0,0.0
602,0.0,0.0,0.0,0.0
603,0.0,0.0,0.0,0.0
604,0.0,0.0,0.0,0.0
605,0.0,0.0,0.0,0.0
606,0.0,0.0,0.0,0.0
607,1.1363599999999998,0.0,0.6665352,0.653407
608,4.964183,2.55163466925,2.82425405,2.8544052250000003
609,8.44562,8.26599363615,4.6084405,4.8562315
610,9.0658,11.9493794025,4.6969425000000005,5.212835
611,9.48504,15.1582191615,4.71792325,5.453898
612,9.21377,17.193577779,4.40038575,5.29791775
613,7.988020000000001,17.471830329,3.6097910000000004,4.593111500000001
614,4.484828,10.945622518875,1.935067825,2.5787761
615,0.0,0.0,0.0,0.0
616,0.0,0.0,0.0,0.0
617,0.0,0.0,0.0,0.0
618,0.0,0.0,0.0,0.0
619,0.0,0.0,0.0,0.0
620,0.0,0.0,0.0,0.0
621,0.0,0.0,0.0,0.0
622,0.0,0.0,0.0,0.0
623,0.0,0.0,0.0,0.0
624,0.0,0.0,0.0,0.0
625,0.0,0.0,0.0,0.0
626,0.0,0.0,0.0,0.0
627,0.0,0.0,0.0,0.0
628,0.0,0.0,0.0,0.0
629,0.0,0.0,0.0,0.0
630,0.0,0.0,0.0,0.0
631,0.0,0.0,0.0,0.0
632,1.181084,1.5426125419499999,0.80000925,0.6791233
633,3.269413,4.6165311666,2.1127905,1.8799124749999998
634,3.274668,5.3453568951,1.9155453249999999,1.8829341000000002
635,1.8440539999999999,3.2269477295250004,1.460754675,1.06033105
636,0.9105840000000001,1.810316968875,1.2384789,0.5235858
637,2.427104,5.012772595425,1.318456075,1.3955848000000002
638,1.515776,3.325962527775,0.763176325,0.8715712
639,0.0,0.0,0.0,0.0
640,0.0,0.0,0.0,0.0
641,0.0,0.0,0.0,0.0
642,0.0,0.0,0.0,0.0
643,0.0,0.0,0.0,0.0
644,0.0,0.0,0.0,0.0
645,0.0,0.0,0.0,0.0
646,0.0,0.0,0.0,0.0
647,0.0,0.0,0.0,0.0
648,0.0,0.0,0.0,0.0
649,0.0,0.0,0.0,0.0
650,0.0,0.0,0.0,0.0
651,0.0,0.0,0.0,0.0
652,0.0,0.0,0.0,0.0
653,0.0,0.0,0.0,0.0
654,0.0,0.0,0.0,0.0
655,1.1459100000000002,0.0,0.8040210999999999,0.65889825
656,5.77852,3.53800468755,3.7193639999999997,3.322649
657,10.20788,10.6711420545,5.968964,5.869531
658,10.06135,13.7962709055,5.00173575,5.785276249999999
659,10.580580000000001,17.295864984,4.707649,6.0838335
660,10.71097,20.0220737355,4.953670499999999,6.15880775
661,9.49882,20.724876972,4.4670425,5.461821499999999
662,5.784101,13.945373122274999,2.64991955,3.3258580749999997
663,0.0,0.0,0.0,0.0
664,0.0,0.0,0.0,0.0
665,0.0,0.0,0.0,0.0
666,0.0,0.0,0.0,0.0
667,0.0,0.0,0.0,0.0
668,0.0,0.0,0.0,0.0
669,0.0,0.0,0.0,0.0
670,0.0,0.0,0.0,0.0
671,0.0,0.0,0.0,0.0
672,0.0,0.0,0.0,0.0
673,0.0,0.0,0.0,0.0
674,0.0,0.0,0.0,0.0
675,0.0,0.0,0.0,0.0
676,0.0,0.0,0.0,0.0
677,0.0,0.0,0.0,0.0
678,0.0,0.0,0.0,0.0
679,0.0,0.0,0.0,0.0
680,1.612932,2.008499408325,0.7853612000000001,0.9274358999999999
681,4.1312619999999995,5.601453095925001,2.0368380000000004,2.37547565
